1	A1	25.75453827	21.71461817	10.57926818	5.199427037	3.679413096	4.329246303	-5.617270237	0.69069086	0.299392819	-0.602444394	-8.126214483	-10.15797637	-5.16617866	-9.730414318	-11.31121037	-5.747215247	-7.672488411	-4.756260377	-0.202113232	8.785926783	26.04006322	51.1612772	97.67020156	183.5667347	308.2493294	507.6209768	801.2769314	1159.666944	1535.470037	1856.366874	2093.722705	2243.307363	2347.419776	2430.295811	2504.896261	2562.749182	2608.903333	2646.631649	2677.722086	2701.524771
1	B1	10.60371113	10.33030645	6.49439409	5.486121855	7.667564916	4.704880155	0.9428931	-1.09954093	-3.688552182	-4.498625543	-2.036052932	-5.74496046	-5.439180718	-7.896681596	-6.025924233	-2.785458052	-11.63104861	-5.645823118	3.707472096	2.536334963	28.74416049	55.13815049	107.049761	191.711015	337.0894779	554.0402688	875.9410448	1286.114718	1726.275171	2114.910859	2405.107344	2596.525488	2719.951964	2823.103664	2912.260069	2983.006664	3035.535602	3080.407117	3112.368538	3130.425259
1	C1	14.76972882	14.20808472	8.710879136	5.092755691	2.74557775	5.200929676	2.905433743	-2.50593458	2.134879834	-0.602170936	-3.179926901	-4.757262804	-5.387423589	-5.956158548	0.361322933	-5.554912665	-3.594663616	-6.056587755	-10.46956794	-7.228921451	-3.926528814	2.615114177	6.027275401	29.30511874	61.87883608	129.8570554	254.0301457	494.2684607	879.3438665	1460.633998	2077.681755	2602.577462	2976.552471	3199.859847	3322.159286	3395.851712	3452.679835	3496.784085	3530.525376	3552.025836
1	D1	9.24628353	10.99472265	2.131685022	4.044690105	-0.904223934	7.287312724	0.970992467	-2.907619282	0.913850084	0.789642865	-0.369314318	0.676867543	-1.388978314	-6.365034652	-3.490444814	-5.016152423	-2.664937341	-1.355703997	-4.336477894	-2.778149421	-2.472487603	4.401313959	17.02135244	38.84118261	75.55288745	156.5366957	310.6685776	577.0333669	1021.693934	1655.050415	2286.713068	2806.499326	3158.658198	3356.332735	3464.657535	3530.839859	3586.582493	3626.895598	3660.774843	3689.537449
1	E1	40.63916314	31.70801493	15.20945401	11.94983641	1.542052083	0.260878775	3.453193787	0.7014019	-7.055698207	-5.561260186	-4.994443481	-8.069927475	-9.842416418	-5.179812319	-4.495406993	-7.418391509	-15.48793412	-12.67729411	-7.150933579	-6.21337172	-3.586944653	2.016811556	11.64975154	33.50487068	74.1513345	160.8009212	308.6805456	569.896747	976.9187897	1530.541183	2048.960175	2478.609245	2784.970907	2976.928913	3095.104267	3167.308352	3214.249083	3248.341217	3271.385311	3289.208347
1	F1	17.21914598	26.17082226	17.93866221	9.32029332	2.040293467	0.097433342	0.310891152	0.859522105	-4.618644744	-3.640976178	-2.724734685	-9.579507402	-9.822804574	-9.399795206	-7.830289409	-10.98369079	-8.319295765	-13.55837246	-4.315314689	-8.316244117	-4.609754709	1.350580526	12.36221373	34.24543934	80.01590223	154.3502086	293.1653836	552.2241784	952.1552832	1491.406897	2022.698961	2470.905067	2792.740737	2997.906609	3121.652053	3199.32381	3253.218278	3290.504381	3316.543618	3334.780979
1	G1	18.6731148	16.27792828	11.29948477	7.357290622	0.8293091	-1.044806118	0.289010905	1.123054054	-2.224539617	-3.958547889	-0.772787057	-3.56491408	-8.351081556	-2.521852465	-5.888432219	-5.168856638	-9.349193109	-4.337058886	-7.519309297	4.511839271	6.563377294	23.29196435	45.24098204	91.22644687	176.8113346	329.8893091	586.6095817	994.5699064	1547.524122	2094.633678	2557.752442	2891.927313	3101.560713	3225.902311	3299.659254	3347.399855	3375.849505	3398.147566	3411.254839	3425.133341
1	H1	26.38188915	13.6262482	8.606941834	3.226314008	6.676867501	1.223183764	-2.929834454	-1.495107306	-1.003144933	-5.589237271	0.295854863	-3.118531788	-1.254245407	-3.755447403	-3.440673314	-2.897461982	-7.52220609	-5.424717741	-5.601525573	0.297067996	7.585145505	19.38655782	39.5299221	77.57434039	163.6941159	306.4211006	554.4239572	950.0785137	1477.309449	2013.377854	2461.976321	2790.325594	2996.756976	3117.5907	3186.382969	3228.427838	3259.392192	3283.348971	3295.685083	3298.766131
1	A2	47.08418005	42.26373149	23.81738144	16.24661238	5.073450635	5.390963905	-3.581033217	-1.255019116	-4.39843735	-5.808866483	-9.625695627	-13.17837639	-13.47968742	-16.7255444	-18.58184208	-14.13243269	-19.92196211	-17.07792689	-7.600199634	6.936801909	18.53357605	53.92940747	109.24271	204.9777693	356.9270106	581.7579978	910.336661	1287.13605	1637.488603	1924.290826	2126.618313	2259.153431	2365.631384	2457.823103	2540.48956	2602.140077	2652.478801	2687.350826	2720.171964	2750.391543
1	B2	28.07004839	31.12330766	8.467969223	10.42326972	0.66927783	-1.599510079	-5.486475844	0.978758316	-1.831937649	-4.61518483	-3.985824433	-6.179696299	-4.263691333	-4.525264172	-4.50986958	-4.220045679	-3.134239028	-1.691703005	3.77870203	19.57807701	38.22745991	64.79709084	119.2746886	211.640197	358.9622857	582.5806605	890.0804218	1282.367725	1671.865904	2002.214155	2243.80376	2393.124118	2501.355434	2590.485423	2672.729583	2734.999948	2784.648927	2822.376788	2854.131302	2880.181068
